state_id,fips,population
WV,54105,5821
WV,54107,83518
WV,54109,20394
WI,00055,5822434
WI,55001,20220
WI,55003,15562
WI,55005,45244
WI,55007,15036
WI,55009,264542
WI,55011,13031
WI,55013,15414
WI,55015,50089
WI,55017,64658
WI,55019,34774
WI,55021,57532
WI,55023,16131
WI,55025,546695
WI,55027,87839
WI,55029,27668
WI,55031,43150
WI,55033,45368
WI,55035,104646
WI,55037,4295
WI,55039,103403
WI,55041,9004
WI,55043,51439
WI,55045,36960
WI,55047,18913
WI,55049,23678
WI,55051,5687
WI,55053,20643
WI,55055,84769
WI,55057,26687
WI,55059,169561
WI,55061,20434
WI,55063,118016
WI,55065,16665
WI,55067,19189
WI,55069,27593
WI,55071,78981
WI,55073,135692
WI,55075,40350
WI,55077,15574
WI,55078,4556
WI,55079,945726
WI,55081,46253
WI,55083,37930
WI,55085,35595
WI,55087,187885
WI,55089,89221
WI,55091,7287
WI,55093,42754
WI,55095,43783
WI,55097,70772
WI,55099,13351
WI,55101,196311
WI,55103,17252
WI,55105,163354
WI,55107,14178
WI,55109,90687
WI,55111,64442
WI,55113,16558
WI,55115,40899
WI,55117,115340
WI,55119,20343
WI,55121,29649
WI,55123,30822
WI,55125,22195
WI,55127,103868
WI,55129,15720
WI,55131,136034
WI,55133,404198
WI,55135,50990
WI,55137,24443
WI,55139,171907
WI,55141,72999
WY,00056,578759
WY,56001,38880
WY,56003,11790
WY,56005,46341
WY,56007,14800
WY,56009,13822
WY,56011,7584
WY,56013,39261
WY,56015,13211
WY,56017,4413
WY,56019,8445
WY,56021,99500
WY,56023,19830
WY,56025,79858
WY,56027,2356
WY,56029,29194
WY,56031,8393
WY,56033,30485
WY,56035,9831
WY,56037,42343
WY,56039,23464
WY,56041,20226
WY,56043,7805
WY,56045,6927
US,USCA1,7739378
US,USDC1,5613442
US,USIL1,9568401
US,USNY1,19188145
US,USPA1,5999579
US,USTX1,2227083
